ABC TUBE INDUSTRIES LTD.,1 Mahesh Villa; Worli,Mumbai,400 018,(022)24938697; 24935508,(022)24937758,abcindia@vsnl.com,http://www.abctubes.com,NA,Copper Tube Fittings
ABS TECHNOLOGIES,Butte Patil Bld.; 363/5 Shivaji Nagar,Pune,411 005,(020)5834737,NA,NA,NA,NA,Room Air Conditioners
AC ACCESSORIES,B-2 Ambika Siddhi; 58 Jagdusha Nagar; Ghatkopar(W),Mumbai,400 086,(022)25164880;25157439,(022)25165289,dilip_datey@rediffmail.com,NA,Rs. 40 Lakhs,Air Separators
AC ACCESSORIES,B-2 Ambika Siddhi; 58 Jagdusha Nagar; Ghatkopar(W),Mumbai,400 086,(022)25164880;25157439,(022)25165289,dilip_datey@rediffmail.com,NA,Rs. 40 Lakhs,Pressurised Expansion Tanks
AC CARE,J-41; MIDC Bhosari,Pune,411 026,(020)798659,NA,NA,NA,NA,Refrigerator (Domestic)
AC CARE,J-41; MIDC Bhosari,Pune,411 026,(020)798659,NA,NA,NA,NA,Air Conditioner Service
AC DESIGN SERVICES,126 First Cross; Nr. Bunts Sangh; Basaveshwara Layout; Vijayanagar,Bangalore,560 040,(080)3395037,(080)3395037,NA,NA,NA,Consultants
AC DUCT WORKS,8 Raja Mahal Vilas Extension; 2nd Stage; Bhoopasandra,Bangalore,560 094,(080)3336529,NA,NA,NA,NA,Ducting
AC HUMIDIFICATION ENGINEERS PVT. LTD.,A-33/29 Guru Nanak Pura; Vikas Mar; New Delhi,Delhi,110 092,(011)22516935; 22428282,(011)22518282,humidin@humidin.com,http://www.humidin.com,Rs. 600 Lakhs,Odour Absorbers
AC HUMIDIFICATION ENGINEERS PVT. LTD.,A-33/29 Guru Nanak Pura; Vikas Mar; New Delhi,Delhi,110 092,(011)22516935; 22428282,(011)22518282,humidin@humidin.com,http://www.humidin.com,Rs. 600 Lakhs,Air Cooling Plants
AC HUMIDIFICATION ENGINEERS PVT. LTD.,A-33/29 Guru Nanak Pura; Vikas Mar; New Delhi,Delhi,110 092,(011)22516935; 22428282,(011)22518282,humidin@humidin.com,http://www.humidin.com,Rs. 600 Lakhs,Evaporative Cooling Pads
AC HUMIDIFICATION ENGINEERS PVT. LTD.,A-33/29 Guru Nanak Pura; Vikas Mar; New Delhi,Delhi,110 092,(011)22516935; 22428282,(011)22518282,humidin@humidin.com,http://www.humidin.com,Rs. 600 Lakhs,Bag & Cloth Filters
AC HUMIDIFICATION ENGINEERS PVT. LTD.,A-33/29 Guru Nanak Pura; Vikas Mar; New Delhi,Delhi,110 092,(011)22516935; 22428282,(011)22518282,humidin@humidin.com,http://www.humidin.com,Rs. 600 Lakhs,Trated Fresh Air Units
AC HUMIDIFICATION ENGINEERS PVT. LTD.,A-33/29 Guru Nanak Pura; Vikas Mar; New Delhi,Delhi,110 092,(011)22516935; 22428282,(011)22518282,humidin@humidin.com,http://www.humidin.com,Rs. 600 Lakhs,Airwashers
AC HUMIDIFICATION ENGINEERS PVT. LTD.,A-33/29 Guru Nanak Pura; Vikas Mar; New Delhi,Delhi,110 092,(011)22516935; 22428282,(011)22518282,humidin@humidin.com,http://www.humidin.com,Rs. 600 Lakhs,Evaporative Pads
AC HUMIDIFICATION ENGINEERS PVT. LTD.,A-33/29 Guru Nanak Pura; Vikas Mar; New Delhi,Delhi,110 092,(011)22516935; 22428282,(011)22518282,humidin@humidin.com,http://www.humidin.com,Rs. 600 Lakhs,Humidification & Air Cooling
AC HUMIDIFICATION ENGINEERS PVT. LTD.,A-33/29 Guru Nanak Pura; Vikas Mar; New Delhi,Delhi,110 092,(011)22516935; 22428282,(011)22518282,humidin@humidin.com,http://www.humidin.com,Rs. 600 Lakhs,Industrial Ventilation; Exhaust Systems
AC HUMIDIFICATION ENGINEERS PVT. LTD.,A-33/29 Guru Nanak Pura; Vikas Mar; New Delhi,Delhi,110 092,(011)22516935; 22428282,(011)22518282,humidin@humidin.com,http://www.humidin.com,Rs. 600 Lakhs,Textile Humidification
AC HUMIDIFICATION ENGINEERS PVT. LTD.,A-33/29 Guru Nanak Pura; Vikas Mar; New Delhi,Delhi,110 092,(011)22516935; 22428282,(011)22518282,humidin@humidin.com,http://www.humidin.com,Rs. 600 Lakhs,Environmental Chambers
AC HUMIDIFICATION ENGINEERS PVT. LTD.,A-33/29 Guru Nanak Pura; Vikas Mar; New Delhi,Delhi,110 092,(011)22516935; 22428282,(011)22518282,humidin@humidin.com,http://www.humidin.com,Rs. 600 Lakhs,Dust Extraction Systems
AC HUMIDIFICATION ENGINEERS PVT. LTD.,A-33/29 Guru Nanak Pura; Vikas Mar; New Delhi,Delhi,110 092,(011)22516935; 22428282,(011)22518282,humidin@humidin.com,http://www.humidin.com,Rs. 600 Lakhs,Exhaust Hoods with Fans
AC HUMIDIFICATION ENGINEERS PVT. LTD.,A-33/29 Guru Nanak Pura; Vikas Mar; New Delhi,Delhi,110 092,(011)22516935; 22428282,(011)22518282,humidin@humidin.com,http://www.humidin.com,Rs. 600 Lakhs,Kitchen Exhaust Hoods
AC HUMIDIFICATION ENGINEERS PVT. LTD.,A-33/29 Guru Nanak Pura; Vikas Mar; New Delhi,Delhi,110 092,(011)22516935; 22428282,(011)22518282,humidin@humidin.com,http://www.humidin.com,Rs. 600 Lakhs,Scrubbers
AC HUMIDIFICATION ENGINEERS PVT. LTD.,A-33/29 Guru Nanak Pura; Vikas Mar; New Delhi,Delhi,110 092,(011)22516935; 22428282,(011)22518282,humidin@humidin.com,http://www.humidin.com,Rs. 600 Lakhs,Fume Cupboards; Fume Hoods
AC HUMIDIFICATION ENGINEERS PVT. LTD.,A-33/29 Guru Nanak Pura; Vikas Mar; New Delhi,Delhi,110 092,(011)22516935; 22428282,(011)22518282,humidin@humidin.com,http://www.humidin.com,Rs. 600 Lakhs,Axial Flow Fans
AC HUMIDIFICATION ENGINEERS PVT. LTD.,A-33/29 Guru Nanak Pura; Vikas Mar; New Delhi,Delhi,110 092,(011)22516935; 22428282,(011)22518282,humidin@humidin.com,http://www.humidin.com,Rs. 600 Lakhs,FRP Fans
AC HUMIDIFICATION ENGINEERS PVT. LTD.,A-33/29 Guru Nanak Pura; Vikas Mar; New Delhi,Delhi,110 092,(011)22516935; 22428282,(011)22518282,humidin@humidin.com,http://www.humidin.com,Rs. 600 Lakhs,Industrial Centrifugal Fans
AC HUMIDIFICATION ENGINEERS PVT. LTD.,A-33/29 Guru Nanak Pura; Vikas Mar; New Delhi,Delhi,110 092,(011)22516935; 22428282,(011)22518282,humidin@humidin.com,http://www.humidin.com,Rs. 600 Lakhs,In-Line Centrifugal Fans
AC HUMIDIFICATION ENGINEERS PVT. LTD.,A-33/29 Guru Nanak Pura; Vikas Mar; New Delhi,Delhi,110 092,(011)22516935; 22428282,(011)22518282,humidin@humidin.com,http://www.humidin.com,Rs. 600 Lakhs,Roof Extractors
AC HUMIDIFICATION ENGINEERS PVT. LTD.,A-33/29 Guru Nanak Pura; Vikas Mar; New Delhi,Delhi,110 092,(011)22516935; 22428282,(011)22518282,humidin@humidin.com,http://www.humidin.com,Rs. 600 Lakhs,Humidifiers; Centrifugal; Atomizing
AC&R CONSULTANCY,3B; KB Apt.; Ernakulam Jn.; Sahodaran Ayyappan Road,Kochi,682 020,(0484)314112; 310281,(0484)310281,NA,NA,Rs. 3 Lakhs,Consultants
ACR ENGINEERING SALES & SERVICES PVT. LTD.,C/42 Vishwashobha; 528 Narayan Peth,Pune,411 030,(020)4457630;4452107,(020)4452107,acres@pn2.vsnl.net.in,NA,Rs. 400 Lakhs,Brine Chilling Machines - Air Cooled
ACR ENGINEERING SALES & SERVICES PVT. LTD.,C/42 Vishwashobha; 528 Narayan Peth,Pune,411 030,(020)4457630;4452107,(020)4452107,acres@pn2.vsnl.net.in,NA,Rs. 400 Lakhs,Ammonia Systems
ACR ENGINEERING SALES & SERVICES PVT. LTD.,C/42 Vishwashobha; 528 Narayan Peth,Pune,411 030,(020)4457630;4452107,(020)4452107,acres@pn2.vsnl.net.in,NA,Rs. 400 Lakhs,Central Plants
ACR PROJECT CONSULTANTS,Vijay Apt.; 39/35 Erandavana,Pune,411 004,(020)25464327; 25439209,(020)25439209,asurange@vsnl.com,NA,NA,Consultants
ADID INC.,Rajapeth; Rathod Plots; Behind Nanda Market,Amravati,444605,(0721)2673292,(0721)2678698,adidinc@rediffmail.com,NA,Rs. 30 Lakhs,Evaporative Cooling Pads
ADID INC.,Rajapeth; Rathod Plots; Behind Nanda Market,Amravati,444605,(0721)2673292,(0721)2678698,adidinc@rediffmail.com,NA,Rs. 30 Lakhs,Evaporative Pads
ADID INC.,Rajapeth; Rathod Plots; Behind Nanda Market,Amravati,444605,(0721)2673292,(0721)2678698,adidinc@rediffmail.com,NA,Rs. 30 Lakhs,Humidification & Air Cooling
ADP AIRCONDITIONING,S-7 Sarovar Complex; B/h Hotel Kalssic Gold; Off CG Road,Ahmedabad,380 009,(079)6565366,(079)6444361,adpair@satyam.net.in,NA,Rs. 40 Lakhs,Air-cooled Packaged Type
ADP AIRCONDITIONING,S-7 Sarovar Complex; B/h Hotel Kalssic Gold; Off CG Road,Ahmedabad,380 009,(079)6565366,(079)6444361,adpair@satyam.net.in,NA,Rs. 40 Lakhs,Ductable Splits Units
ADP AIRCONDITIONING,S-7 Sarovar Complex; B/h Hotel Kalssic Gold; Off CG Road,Ahmedabad,380 009,(079)6565366,(079)6444361,adpair@satyam.net.in,NA,Rs. 40 Lakhs,Industrial Water Coolers
AF'CON AIRCONDITIONING & REFRIGERATION,55 Deepak Park; Kalayani Nagar Corner,Pune,411 006,(020)6682076; 6686917,NA,NA,NA,NA,Room Air Conditioners
AF'CON AIRCONDITIONING & REFRIGERATION,55 Deepak Park; Kalayani Nagar Corner,Pune,411 006,(020)6682076; 6686917,NA,NA,NA,NA,Water Chilling Machines - Water Cooled
AF'CON AIRCONDITIONING & REFRIGERATION,55 Deepak Park; Kalayani Nagar Corner,Pune,411 006,(020)6682076; 6686917,NA,NA,NA,NA,Cold Stores - Built - up
AIMIL LTD.,Naimex House; A-8; Mathura Road; Mohan Co-operative Indl. Estate; New Delhi,Delhi,110 044,(011)26950001; 26950009,(011)26950011,info@aimil.com,http://www.aimil.com,NA,Air Flow Measuring Units
AIMIL LTD.,Naimex House; A-8; Mathura Road; Mohan Co-operative Indl. Estate; New Delhi,Delhi,110 044,(011)26950001; 26950009,(011)26950011,info@aimil.com,http://www.aimil.com,NA,Anemometers
AIMIL LTD.,Naimex House; A-8; Mathura Road; Mohan Co-operative Indl. Estate; New Delhi,Delhi,110 044,(011)26950001; 26950009,(011)26950011,info@aimil.com,http://www.aimil.com,NA,Particle Counters
AK ASSOCIATES,2A/114 Hyland Park; S.V Road; Dahisar(E),Mumbai,400 068,(022)8929516,NA,NA,NA,Rs. 15 Lakhs,Airwashers
AK ASSOCIATES,2A/114 Hyland Park; S.V Road; Dahisar(E),Mumbai,400 068,(022)8929516,NA,NA,NA,Rs. 15 Lakhs,Clean Room Units
AK ASSOCIATES,2A/114 Hyland Park; S.V Road; Dahisar(E),Mumbai,400 068,(022)8929516,NA,NA,NA,Rs. 15 Lakhs,Kitchen Exhaust Hoods
AK ASSOCIATES,9 Loyalka Est. Off JMM Road; Asalpha; Ghatkopar(W),Mumbai,400 084,(022)5107731; 3473961,(022)5107731,NA,NA,Rs. 22 Lakhs,Industrial Ventilation; Exhaust Systems
AK ASSOCIATES,9 Loyalka Est. Off JMM Road; Asalpha; Ghatkopar(W),Mumbai,400 084,(022)5107731; 3473961,(022)5107731,NA,NA,Rs. 22 Lakhs,Axial Flow Fans
AK ASSOCIATES,9 Loyalka Est. Off JMM Road; Asalpha; Ghatkopar(W),Mumbai,400 084,(022)5107731; 3473961,(022)5107731,NA,NA,Rs. 22 Lakhs,Industrial Centrifugal Fans
AK ENTERPRISES,Sumitra Plot #65; Swedganga Hsg. Soc.; Warje,Pune,411 029,(020)332621,NA,NA,NA,NA,Reciprocating Compressors
AK ENTERPRISES,Sumitra Plot #65; Swedganga Hsg. Soc.; Warje,Pune,411 029,(020)332621,NA,NA,NA,NA,Central Plants
AK ENTERPRISES,Sumitra Plot #65; Swedganga Hsg. Soc.; Warje,Pune,411 029,(020)332621,NA,NA,NA,NA,AC&R Spares
AK SANTRAMPURWALA & SONS,878 Budhwar Peth; Bhoriali,Pune,411 002,(020)4477427; 4473465,(020)4475171,NA,NA,NA,Flow Measuring Devices
AK SANTRAMPURWALA & SONS,878 Budhwar Peth; Bhoriali,Pune,411 002,(020)4477427; 4473465,(020)4475171,NA,NA,NA,Steam Pipes & Fittings
AK SANTRAMPURWALA & SONS,878 Budhwar Peth; Bhoriali,Pune,411 002,(020)4477427; 4473465,(020)4475171,NA,NA,NA,Steel Pipes & Fittings
ALM SYSTEMS,A/14 Faiz; New Hall Road; Kurla(W),Mumbai,400 070,(022)5147285; 5143042,(022)5147285,NA,NA,NA,Air Flow Measuring Units
ALM SYSTEMS,A/14 Faiz; New Hall Road; Kurla(W),Mumbai,400 070,(022)5147285; 5143042,(022)5147285,NA,NA,NA,Flow Measuring Devices
ALM SYSTEMS,A/14 Faiz; New Hall Road; Kurla(W),Mumbai,400 070,(022)5147285; 5143042,(022)5147285,NA,NA,NA,Manometers
ARCO,485; 19th Main Road; 4th T Block; Jayanagar,Bangalore,560 041,(080)6636227,(080)648613,NA,NA,NA,Consultants
AS CONTROLS,A160 TTC Industrial Area; MIDC Khairne; Navi Mumbai,Mumbai,400 705,(022)22782005,(022)22272008,subzero@vsnl.com,http://www.ascontrols.com,NA,Liquid Level Controls
AS CONTROLS,A160 TTC Industrial Area; MIDC Khairne; Navi Mumbai,Mumbai,400 705,(022)22782005,(022)22272008,subzero@vsnl.com,http://www.ascontrols.com,NA,Temprature; Humidity Controls
AS CONTROLS,A160 TTC Industrial Area; MIDC Khairne; Navi Mumbai,Mumbai,400 705,(022)22782005,(022)22272008,subzero@vsnl.com,http://www.ascontrols.com,NA,Ball Valves
AS ENTERPRISES,1673 Kucha Dakhni Rai; Daryaganj; New Delhi,Delhi,110 002,(011)3276126; 7212341,(011)7225473,NA,NA,Rs. 110 Lakhs,Air-cooled Packaged Type
AS ENTERPRISES,1673 Kucha Dakhni Rai; Daryaganj; New Delhi,Delhi,110 002,(011)3276126; 7212341,(011)7225473,NA,NA,Rs. 110 Lakhs,AC&R Spares
ASK ENTERPRISES,Patil Arcade; Shop #12; S #19 Erandwane,Pune,411 004,(020)347084,(020)344247,NA,NA,NA,Reciprocating Compressors
ATC SYSTEMS,#291 Panjappa Lane; Kaval Byrasandra; R T Nagar Post,Bangalore,560 032,(080)3336318;3535120,(080)3436688,NA,NA,Rs. 3 Lakhs,Air Curtain
ATC SYSTEMS,#291 Panjappa Lane; Kaval Byrasandra; R T Nagar Post,Bangalore,560 032,(080)3336318;3535120,(080)3436688,NA,NA,Rs. 3 Lakhs,Industrial Ventilation; Exhaust Systems
ATC SYSTEMS,#291 Panjappa Lane; Kaval Byrasandra; R T Nagar Post,Bangalore,560 032,(080)3336318;3535120,(080)3436688,NA,NA,Rs. 3 Lakhs,Textile Humidification
ATCO FLEXDUCT PVT. LTD.,62 Vasant Enclave; New Delhi,Delhi,110 057,(011)51661458,(011)26148830,ashish@atcoflexindia.com,http://www.atcoflexindia.com,NA,Flexible Ducts
AV ENTERPRISES,223/5-A Nr. Serum Institute; Hadapsar Dist.,Pune,411 028,(020)6991444,NA,arvindvairagkar@hotmail.com,NA,Rs. 5 Lakhs,Room Air Conditioners
AV ENTERPRISES,223/5-A Nr. Serum Institute; Hadapsar Dist.,Pune,411 028,(020)6991444,NA,arvindvairagkar@hotmail.com,NA,Rs. 5 Lakhs,Split Air Conditioning Units
AV ENTERPRISES,223/5-A Nr. Serum Institute; Hadapsar Dist.,Pune,411 028,(020)6991444,NA,arvindvairagkar@hotmail.com,NA,Rs. 5 Lakhs,Water Chilling Machines - Water Cooled
AXYZ UNIVERSAL MACHINES,10 Nageshwaran Road; T Nagar,Chennai,600 017,(044)4346377,(044)8284407,NA,NA,NA,Brass Tubes
AXYZ UNIVERSAL MACHINES,10 Nageshwaran Road; T Nagar,Chennai,600 017,(044)4346377,(044)8284407,NA,NA,NA,Copper Pipe
AXYZ UNIVERSAL MACHINES,10 Nageshwaran Road; T Nagar,Chennai,600 017,(044)4346377,(044)8284407,NA,NA,NA,Finned Tubes
AASHNA TECHNOMECH,Shop #3; Shankar Ganga Soc.; Opp. Roplas Ltd.; Pimpri,Pune,411 018,(020)775806,(020)775806,NA,NA,NA,Piping - Steam
AASHNA TECHNOMECH,Shop #3; Shankar Ganga Soc.; Opp. Roplas Ltd.; Pimpri,Pune,411 018,(020)775806,(020)775806,NA,NA,NA,Gauges
AASHNA TECHNOMECH,Shop #3; Shankar Ganga Soc.; Opp. Roplas Ltd.; Pimpri,Pune,411 018,(020)775806,(020)775806,NA,NA,NA,PVC Sheets
ABBOTT INDUSTRIES,Plot 28; Sector-27A; Mathura; Faridabad,Delhi,121 002,(0129)278572; 271572,(0129)271574,NA,NA,Rs. 82 Lakhs,Airwashers
ABBOTT INDUSTRIES,Plot 28; Sector-27A; Mathura; Faridabad,Delhi,121 002,(0129)278572; 271572,(0129)271574,NA,NA,Rs. 82 Lakhs,Axial Flow Fans
ABBOTT INDUSTRIES,Plot 28; Sector-27A; Mathura; Faridabad,Delhi,121 002,(0129)278572; 271572,(0129)271574,NA,NA,Rs. 82 Lakhs,Industrial Centrifugal Fans
ABHIPRA REFRIGERATION,Khadakmal Alli; Ghorpadi Peth,Pune,NA,(020)4471321,NA,NA,NA,NA,Room Air Conditioners
ABHIPRA REFRIGERATION,Khadakmal Alli; Ghorpadi Peth,Pune,NA,(020)4471321,NA,NA,NA,NA,Refrigerator (Domestic)
ABHISHEK AIRCON APPL. PVT. LTD.,49 Shopping Complex Community Centre; New Friends Colony; New Delhi,Delhi,110 065,(011)26848213; 9810029005,NA,arfalcon@vsnl.com,NA,NA,Split Air Conditioning Units
ABHISHEK AIRCON APPL. PVT. LTD.,49 Shopping Complex Community Centre; New Friends Colony; New Delhi,Delhi,110 065,(011)26848213; 9810029005,NA,arfalcon@vsnl.com,NA,NA,Refrigerated Dehumidifiers
ABHISHEK AIRCON APPL. PVT. LTD.,49 Shopping Complex Community Centre; New Friends Colony; New Delhi,Delhi,110 065,(011)26848213; 9810029005,NA,arfalcon@vsnl.com,NA,NA,Drinking Water Coolers
ABHISHEK ENTERPRISES,1338 Wright Town Amar Jyoti Bld. Compound; Jabalpur,Jabalpur,482 002,(0761) 315118; 17971,(0761)316054,abhishek-k2in@yahoo.com,NA,Rs. 50 Lakhs,Room Air Conditioners
ABHISHEK ENTERPRISES,1338 Wright Town Amar Jyoti Bld. Compound; Jabalpur,Jabalpur,482 002,(0761) 315118; 17971,(0761)316054,abhishek-k2in@yahoo.com,NA,Rs. 50 Lakhs,Consultants
ABHISHEK ENTERPRISES,1338 Wright Town Amar Jyoti Bld. Compound; Jabalpur,Jabalpur,482 002,(0761) 315118; 17971,(0761)316054,abhishek-k2in@yahoo.com,NA,Rs. 50 Lakhs,Packaged Units
ABSONIC ENGINEERING CO.,13/431 TB Road,Kottayam,686 001,(0481)561257; 569590,NA,NA,NA,NA,Mortuary Cabinets
ABSONIC ENGINEERING CO.,13/431 TB Road,Kottayam,686 001,(0481)561257; 569590,NA,NA,NA,NA,Walk-In Coolers
ABSONIC ENGINEERING CO.,13/431 TB Road,Kottayam,686 001,(0481)561257; 569590,NA,NA,NA,NA,AC&R Spares
ACCUSONIC CONTROL PVT. LTD.,S #143 Wadgoan Dhairy; Sinhgad,Pune,411 041,(020)802813; 802438,NA,NA,NA,NA,Electrical Work
ACME AIR SYSTEMS,14/3; Site IV; Indl. Area; Dist. Gaziabad;Sahibabad,Delhi,(01191)981123519,NA,NA,NA,NA,NA,Airwashers
ACME AIR SYSTEMS,14/3; Site IV; Indl. Area; Dist. Gaziabad;Sahibabad,Delhi,(01191)981123519,NA,NA,NA,NA,NA,Drift Eliminators
ACME AIR SYSTEMS,14/3; Site IV; Indl. Area; Dist. Gaziabad;Sahibabad,Delhi,(01191)981123519,NA,NA,NA,NA,NA,Intake Louvers
ACME ENVIRONMENTAL SYSTEM,E/21 Ayojannagar; Nr. Shreyas Crossing; Paldi,Ahmedabad,380 007,(079)6632098; 6612529,(079)6612529,NA,NA,Rs. 100 Lakhs,Air Curtain
ACROVENT SYSTEMS,11 Mandeville Gardens,Kolkata,700 019,(033)4403300; 4408300,(033)4406997,NA,NA,Rs. 100 Lakhs,Consultants
ACROVENT SYSTEMS,11 Mandeville Gardens,Kolkata,700 019,(033)4403300; 4408300,(033)4406997,NA,NA,Rs. 100 Lakhs,Central Plants
ACROVENT SYSTEMS,11 Mandeville Gardens,Kolkata,700 019,(033)4403300; 4408300,(033)4406997,NA,NA,Rs. 100 Lakhs,Central Plant Service
ADAM'S SERVICES,Konark Terrace; Block-A; Flat #2; Nagar Road,Pune,411 006,(020)6686685,NA,NA,NA,NA,Air Conditioner Service
ADEPT CONSULTANTS & ENGINEERS,3 Harinagar; Gotri Road,Vadodara,390 007,(0265)396116; 396053,(0265)396577,adeptcon@email.com,NA,Rs. 20 Lakhs,Consultants
ADHUNIK VATANUKOOL PVT. LTD.,13/1090 Haridhian Singh Road; Karol Bagh; New Delhi,Delhi,110 005,(011)57721236; 5727286,(011)5752267,NA,NA,NA,Central Plants
ADHUNIK VATANUKOOL PVT. LTD.,13/1090 Haridhian Singh Road; Karol Bagh; New Delhi,Delhi,110 005,(011)57721236; 5727286,(011)5752267,NA,NA,NA,Packaged Units
ADHUNIK VATANUKOOL PVT. LTD.,13/1090 Haridhian Singh Road; Karol Bagh; New Delhi,Delhi,110 005,(011)57721236; 5727286,(011)5752267,NA,NA,NA,Split Units
ADITYA MARKETING SERVICE,9 Shankara Park; Ranga Rao Road,Bangalore,560 004,(080)620743,NA,NA,NA,Rs. 15 Lakhs,Refrigerated Dehumidifiers
ADITYA MARKETING SERVICE,9 Shankara Park; Ranga Rao Road,Bangalore,560 004,(080)620743,NA,NA,NA,Rs. 15 Lakhs,Axial Flow Fans
ADITYA MARKETING SERVICE,9 Shankara Park; Ranga Rao Road,Bangalore,560 004,(080)620743,NA,NA,NA,Rs. 15 Lakhs,Industrial Centrifugal Fans
ADORE MARKETING ENGINEERS,E/12 Mahalaxmi Soc.; Nr. Muktanandm; Kareilibaug,Vadodara,390 018,(0265),NA,NA,NA,NA,FRP Packaged Cooling Towers
ADORE MARKETING ENGINEERS,E/12 Mahalaxmi Soc.; Nr. Muktanandm; Kareilibaug,Vadodara,390 018,(0265),NA,NA,NA,NA,Water Treatment Plants
ADVANCE COOLING TOWERS,405-406 Span Center; RK Mission Marg; Santacruz(W),Mumbai,400 054,(022)26000854; 26001067,(022)26000353,coolingtowers@vsnl.com,http://www.frpcoolingtowers.com,NA,Fans for Cooling Towers
ADVANCE COOLING TOWERS,405-406 Span Center; RK Mission Marg; Santacruz(W),Mumbai,400 054,(022)26000854; 26001067,(022)26000353,coolingtowers@vsnl.com,http://www.frpcoolingtowers.com,NA,Fills for Cooling Towers
ADVANCE COOLING TOWERS,405-406 Span Center; RK Mission Marg; Santacruz(W),Mumbai,400 054,(022)26000854; 26001067,(022)26000353,coolingtowers@vsnl.com,http://www.frpcoolingtowers.com,NA,FRP Packaged Cooling Towers
ADVANCE VALVE GROUP,B-33 Sector-2; Noida,Delhi,201 301,(0120)2523395; 2528439,(0120)2553225,communications@advancevalves.com,http://www.advancevalves.com,Rs. 1500 Lakhs,Balancing Valves
ADVANCE VALVE GROUP,B-33 Sector-2; Noida,Delhi,201 301,(0120)2523395; 2528439,(0120)2553225,communications@advancevalves.com,http://www.advancevalves.com,Rs. 1500 Lakhs,Butterfly Valves
ADVANCE VALVE GROUP,B-33 Sector-2; Noida,Delhi,201 301,(0120)2523395; 2528439,(0120)2553225,communications@advancevalves.com,http://www.advancevalves.com,Rs. 1500 Lakhs,Check Valves
